"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Class","Strand"
"ENSG00000261067",177.916279932395,0.751333997800854,0.179548165131541,2.5310969430892e-06,3.22367359705709e-05,"AC109460.3","16:28974804-28990775","lncRNA","+"
"ENSG00000256060",261.045106649335,0.762810276293785,0.181967275687102,2.54991283690331e-06,3.24556550938332e-05,"TRAPPC2B","19:57363511-57365353","protein_coding","+"
"ENSG00000167220",370.422762533966,-0.712969312598062,0.169259142489914,2.55466342673625e-06,3.24953839580705e-05,"HDHD2","18:47107408-47150500","protein_coding","-"
"ENSG00000173548",1601.05422776904,-0.34356145755701,0.0757896234548641,2.56890357773167e-06,3.26556927073666e-05,"SNX33","15:75647906-75662301","protein_coding","+"
"ENSG00000171988",2871.30553634708,0.41831208414392,0.0942752345635767,2.59034035902195e-06,3.29072219494858e-05,"JMJD1C","10:63167221-63521850","protein_coding","-"
"ENSG00000170390",1009.73212086047,0.437415396458619,0.0994295069407612,2.59475557956737e-06,3.29423297482312e-05,"DCLK2","4:150078445-150257438","protein_coding","+"
"ENSG00000172159",764.164224758047,0.723692716154862,0.172251377339689,2.60391124571851e-06,3.30375380380762e-05,"FRMD3","9:83242990-83538546","protein_coding","-"
"ENSG00000124006",1264.5479484243,-0.483709123894151,0.112291757147288,2.6137878531903e-06,3.31417665174065e-05,"OBSL1","2:219550728-219571859","protein_coding","-"
"ENSG00000120889",9299.78314488308,0.375177718335623,0.0839952092352551,2.62021555703006e-06,3.32021596473726e-05,"TNFRSF10B","8:23020133-23069031","protein_coding","-"
"ENSG00000258890",1054.00690357833,0.61280795736097,0.14390154313243,2.62710135695882e-06,3.32682771838372e-05,"CEP95","17:64506865-64542461","protein_coding","+"
"ENSG00000177791",5.78343466032836,7.43317020873714,2.61310399160999,2.63368892516155e-06,3.33305365560578e-05,"MYOZ1","10:73631654-73641757","protein_coding","-"
"ENSG00000125968",16047.4704283986,0.562352689396911,0.132013934973847,2.6503198098832e-06,3.35054521662266e-05,"ID1","20:31605283-31606515","protein_coding","+"
"ENSG00000160888",2906.47960726411,-0.38082887239094,0.0855624887114523,2.65254996091611e-06,3.35054521662266e-05,"IER2","19:13150411-13154911","protein_coding","+"
"ENSG00000186501",1023.42688504505,-0.398151082131175,0.0900862866978193,2.65153043466434e-06,3.35054521662266e-05,"TMEM222","1:27322145-27336400","protein_coding","+"
"ENSG00000157578",28.3902886273614,-1.75640028937307,0.436775713921759,2.6591332660024e-06,3.35673499939353e-05,"LCA5L","21:39405844-39445805","protein_coding","-"
"ENSG00000165526",1039.30442515985,0.387628277824797,0.0874700397433592,2.67776188559343e-06,3.37806636685327e-05,"RPUSD4","11:126202096-126211692","protein_coding","-"
"ENSG00000181061",3137.00812469712,0.526320674671956,0.122007754680249,2.67941889815085e-06,3.37806636685327e-05,"HIGD1A","3:42784298-42804531","protein_coding","-"
"ENSG00000198431",157054.460827098,0.373610627997962,0.0840791778310607,2.69778579874099e-06,3.39907376853374e-05,"TXNRD1","12:104215779-104350307","protein_coding","+"
"ENSG00000196449",1107.5790556606,0.49588010659196,0.11448834097609,2.70851946243136e-06,3.40970975106486e-05,"YRDC","1:37802945-37808208","protein_coding","-"
"ENSG00000213190",3334.98703787296,0.284649507267909,0.0635909482107442,2.70964650560932e-06,3.40970975106486e-05,"MLLT11","1:151057758-151068497","protein_coding","+"
"ENSG00000156011",1131.75384291928,-0.599733453866509,0.140236581906105,2.71457845888853e-06,3.4137621287851e-05,"PSD3","8:18527303-19084730","protein_coding","-"
"ENSG00000148019",1869.178579417,-0.335267168639186,0.0746694197036902,2.72562973921895e-06,3.42550000937127e-05,"CEP78","9:78236062-78279690","protein_coding","+"
"ENSG00000175832",2662.80534455607,0.224115781971455,0.0490856606979787,2.73219188207028e-06,3.43158482921233e-05,"ETV4","17:43527844-43579620","protein_coding","-"
"ENSG00000160789",25451.2468910158,0.32193409226668,0.0701873182747818,2.74293851339992e-06,3.44291432660551e-05,"LMNA","1:156082573-156140089","protein_coding","+"
"ENSG00000014216",7858.90065653306,-0.264224620765256,0.0583055232163938,2.75949271889815e-06,3.45933892384811e-05,"CAPN1","11:65180566-65212006","protein_coding","+"
"ENSG00000107798",3845.92327792212,-0.186916231885593,0.0406722637721045,2.75857121914439e-06,3.45933892384811e-05,"LIPA","10:89213569-89414557","protein_coding","-"
"ENSG00000184226",7141.80213290516,-0.61519693945637,0.144405152515724,2.76485239405267e-06,3.46388071604148e-05,"PCDH9","13:66302834-67230445","protein_coding","-"
"ENSG00000107758",1476.41961155224,-0.254019627140292,0.0558383072794352,2.768969378144e-06,3.46686090691036e-05,"PPP3CB","10:73436428-73496024","protein_coding","-"
"ENSG00000122696",420.205360826198,-0.430867636211619,0.0976333661181985,2.77229884113563e-06,3.46788358282084e-05,"SLC25A51","9:37879400-37904353","protein_coding","-"
"ENSG00000279569",1268.09712288266,0.333253660508056,0.0745730358113144,2.77326363228841e-06,3.46788358282084e-05,"AC020763.4","16:70661667-70665836","TEC","+"
"ENSG00000079246",17923.7016058828,0.226714798630421,0.0494153334315866,2.79218577966095e-06,3.48935747965775e-05,"XRCC5","2:216107464-216206303","protein_coding","+"
"ENSG00000158106",971.543146191962,-0.491866645919783,0.114107350355404,2.80633504160198e-06,3.5048436070602e-05,"RHPN1","8:143368876-143384221","protein_coding","+"
"ENSG00000064490",626.047280904305,-0.650640851070191,0.153714945697232,2.84336688823248e-06,3.54887062489341e-05,"RFXANK","19:19192229-19201869","protein_coding","+"
"ENSG00000144744",1814.35260276043,0.3437615719814,0.0773610224083792,2.89736067962872e-06,3.61399992215102e-05,"UBA3","3:69054730-69080408","protein_coding","-"
"ENSG00000205913",64.9312063654762,-1.21185957215031,0.29944435389118,2.91201556988752e-06,3.63000940883791e-05,"SRRM2-AS1","16:2737076-2752600","lncRNA","-"
"ENSG00000249471",294.055030125406,-0.610777671316634,0.144243938025603,2.9171648757693e-06,3.63415699233097e-05,"ZNF324B","19:58451611-58457833","protein_coding","+"
"ENSG00000185158",398.391122611469,0.740830904696094,0.177966234362327,2.92711345891755e-06,3.64427452797195e-05,"LRRC37B","17:32007872-32053504","protein_coding","+"
"ENSG00000115540",2655.81724989544,0.45904276600392,0.105777400818386,2.95793234621137e-06,3.68034688990553e-05,"MOB4","2:197515571-197553699","protein_coding","+"
"ENSG00000075415",20536.9775850493,-0.319441200905405,0.0715218186041112,2.95982131842376e-06,3.68040125909986e-05,"SLC25A3","12:98593591-98606379","protein_coding","+"
"ENSG00000160460",674.288471151951,0.676275594096881,0.161461650016134,2.96575266328544e-06,3.68547893266219e-05,"SPTBN4","19:40466241-40576464","protein_coding","+"
"ENSG00000196668",160.540087778732,-1.16713506885031,0.289234316317561,2.97787424092976e-06,3.69823796608618e-05,"LINC00173","12:116533422-116536518","lncRNA","+"
"ENSG00000186897",149.35327483893,-0.62751861051493,0.149007407185568,3.00605679156349e-06,3.73091491647378e-05,"C1QL4","12:49332409-49337188","protein_coding","-"
"ENSG00000198604",3392.02847487799,0.267426058750448,0.0592254465255953,3.04432795717956e-06,3.77606474539467e-05,"BAZ1A","14:34752731-34875647","protein_coding","-"
"ENSG00000124788",590.580466710973,-0.927046290516026,0.228566339412947,3.05646162851791e-06,3.78875868121751e-05,"ATXN1","6:16299112-16761491","protein_coding","-"
"ENSG00000165152",1546.8311438713,-0.232584412266818,0.05108825682833,3.07064035985613e-06,3.80397030915096e-05,"TMEM246","9:101473170-101533537","protein_coding","-"
"ENSG00000129521",777.017916775818,0.566981929045761,0.133481679634521,3.13170673974839e-06,3.87721234787595e-05,"EGLN3","14:33924231-34462774","protein_coding","-"
"ENSG00000146670",3241.67044095737,0.329738185699335,0.0738140514009961,3.1351241865846e-06,3.87903547775619e-05,"CDCA5","11:65066300-65084164","protein_coding","-"
"ENSG00000245970",187.673950374889,0.774031922281852,0.186699713868526,3.13865063946262e-06,3.880991134785e-05,"AP003352.1","8:98041726-98044121","lncRNA","+"
"ENSG00000273729",117.174604757785,-0.794555247737893,0.191983303218764,3.14981855001875e-06,3.89238729740545e-05,"AC007686.3","14:77028086-77031572","lncRNA","+"
"ENSG00000197111",20697.2647366319,-0.120055211422159,0.0257740333400587,3.17625393570584e-06,3.92262444257914e-05,"PCBP2","12:53452102-53481162","protein_coding","+"
"ENSG00000102038",4949.85341936628,-0.209375799619991,0.0458832661029156,3.18246376689577e-06,3.92786137566437e-05,"SMARCA1","X:129446501-129523500","protein_coding","-"
"ENSG00000287562",117.853341058797,0.769364382088993,0.185624441154099,3.19153354470594e-06,3.93661945263822e-05,"AL109615.4","6:44090787-44095585","lncRNA","-"
"ENSG00000185324",1996.37826937442,0.409803074227727,0.0937009686649143,3.1969623958553e-06,3.93720153237783e-05,"CDK10","16:89680737-89696354","protein_coding","+"
"ENSG00000196792",2419.04361660228,0.307144005422861,0.0685874302650564,3.19426305087676e-06,3.93720153237783e-05,"STRN3","14:30893799-31026401","protein_coding","-"
"ENSG00000232653",228.700278494048,0.601750235623889,0.142259955099888,3.19792754196645e-06,3.93720153237783e-05,"GOLGA8N","15:32593456-32607310","protein_coding","+"
"ENSG00000142634",10048.4078100199,0.400908948181934,0.0919216075584674,3.19994713553699e-06,3.93725759520576e-05,"EFHD2","1:15409888-15430339","protein_coding","+"
"ENSG00000184254",1904.32506567461,0.473573293099656,0.109703188927175,3.2167396540843e-06,3.95547918623375e-05,"ALDH1A3","15:100877714-100916626","protein_coding","+"
"ENSG00000105619",652.215820461369,0.695793609625901,0.166601803624902,3.22107645086566e-06,3.95823083095835e-05,"TFPT","19:54107013-54115675","protein_coding","-"
"ENSG00000111275",3166.77714963276,-0.403155273682543,0.0906777105639127,3.2229465377169e-06,3.95823083095835e-05,"ALDH2","12:111766887-111817532","protein_coding","+"
"ENSG00000146828",1347.88926354901,0.36453089023396,0.0825876152447031,3.22884206140574e-06,3.96303107167615e-05,"SLC12A9","7:100826820-100867010","protein_coding","+"
"ENSG00000205937",8761.61342442584,0.183512598397129,0.0398871920789215,3.26353192946945e-06,4.00314540795007e-05,"RNPS1","16:2253116-2268397","protein_coding","-"
"ENSG00000122674",2100.33182529656,-0.33511905883304,0.0752333723356162,3.27667610793995e-06,4.01453167940039e-05,"CCZ1","7:5898725-5926550","protein_coding","+"
"ENSG00000136271",6151.91371431632,0.353891486325248,0.0800130860633932,3.27684009729949e-06,4.01453167940039e-05,"DDX56","7:44565417-44575051","protein_coding","-"
"ENSG00000166295",2664.84737700065,-0.473586937986499,0.110451139693516,3.3184116582041e-06,4.06296626905346e-05,"ANAPC16","10:72216000-72235860","protein_coding","+"
"ENSG00000184575",11286.6104111201,0.42169154399513,0.0956236365106341,3.35634702990816e-06,4.10437409635306e-05,"XPOT","12:64404392-64451125","protein_coding","+"
"ENSG00000196922",659.6160962834,-0.678828227744637,0.163345124247774,3.35460928799035e-06,4.10437409635306e-05,"ZNF252P","8:144973589-145002895","transcribed_unprocessed_pseudogene","-"
"ENSG00000109445",903.618710803498,0.557313787827149,0.131137458859888,3.38172721121651e-06,4.13287679091381e-05,"ZNF330","4:141220887-141234697","protein_coding","+"
"ENSG00000183496",268.297833124543,-0.520691289160738,0.12179192591569,3.38523681177906e-06,4.13463246852011e-05,"MEX3B","15:82041778-82046119","protein_coding","-"
"ENSG00000138439",571.001351405316,-0.367475128083199,0.0835393420518611,3.40032265915797e-06,4.15051624460867e-05,"FAM117B","2:202634969-202769757","protein_coding","+"
"ENSG00000087076",462.899774536158,-0.511571743958974,0.119651808891416,3.40947716121495e-06,4.15890985380495e-05,"HSD17B14","19:48813018-48836510","protein_coding","-"
"ENSG00000151718",3379.66409130811,0.507846102173887,0.119015381702501,3.41136952661063e-06,4.15890985380495e-05,"WWC2","4:183099257-183320777","protein_coding","+"
"ENSG00000228544",45.6522795245243,-1.25218827217718,0.311452541575954,3.46537617917301e-06,4.22217030504616e-05,"CCDC183-AS1","9:136803927-136808848","lncRNA","-"
"ENSG00000078804",643.803348897949,-0.502604830556205,0.117486020605301,3.47970952646518e-06,4.23528240961749e-05,"TP53INP2","20:34704339-34713439","protein_coding","+"
"ENSG00000137947",605.663043971833,0.501786103131258,0.117519927749071,3.48038499341342e-06,4.23528240961749e-05,"GTF2B","1:88852633-88891944","protein_coding","-"
"ENSG00000132481",3151.74888227852,0.332732782667713,0.0751172729947798,3.53121125373363e-06,4.29451271071447e-05,"AC087289.1","17:75874164-75878581","protein_coding","-"
"ENSG00000154529",3451.86179454031,0.421392506614392,0.0973565571938625,3.55308310009734e-06,4.31847912440228e-05,"CNTNAP3B","9:41890314-42129510","protein_coding","-"
"ENSG00000151690",1822.29176202895,-0.448430587406509,0.104843313369795,3.57765157111373e-06,4.34569187490033e-05,"MFSD6","2:190408355-190509205","protein_coding","+"
"ENSG00000099822",2478.42104533826,-0.321029580460741,0.0724195597942928,3.59128297221763e-06,4.35959457582962e-05,"HCN2","19:589881-617159","protein_coding","+"
"ENSG00000179526",1112.82221478442,-0.537072310744333,0.127027142379046,3.68882017845682e-06,4.4752748454575e-05,"SHARPIN","8:144098633-144108124","protein_coding","-"
"ENSG00000122861",2661.61952565196,0.257106048115231,0.0578018694520826,3.71210112594357e-06,4.50078157792976e-05,"PLAU","10:73909177-73917496","protein_coding","+"
"ENSG00000176222",36.6133493627308,-1.96788585801747,0.49496386615814,3.71819209812005e-06,4.50542778839637e-05,"ZNF404","19:43872363-43901385","protein_coding","-"
"ENSG00000081760",1461.92936071782,-0.32576176156815,0.0736745307013432,3.72673704514895e-06,4.51304009505135e-05,"AACS","12:125065434-125143333","protein_coding","+"
"ENSG00000141452",930.529929907369,0.636785546491729,0.152739581095683,3.73072683430606e-06,4.51513026154335e-05,"RMC1","18:23503470-23531807","protein_coding","+"
"ENSG00000136002",266.146204861081,0.849131295923092,0.209281226327573,3.74413546671771e-06,4.52861018093904e-05,"ARHGEF4","2:130836916-131047263","protein_coding","+"
"ENSG00000188766",312.593080294845,-0.838404053954334,0.207303509311511,3.76343849804653e-06,4.5491988390023e-05,"SPRED3","19:38388421-38399587","protein_coding","+"
"ENSG00000144712",118.901477371889,-1.12577179132504,0.281382688990916,3.79170864886454e-06,4.58059533625701e-05,"CAND2","3:12796472-12871916","protein_coding","+"
"ENSG00000285756",858.622198354599,-0.351356062166696,0.0791477151632581,3.82357355000965e-06,4.61629385320475e-05,"BX890604.2","X:3817528-3937855","lncRNA","-"
"ENSG00000106089",1764.5592601557,0.321050376639861,0.0726689283018155,3.85340902669385e-06,4.64950048623163e-05,"STX1A","7:73699206-73719672","protein_coding","-"
"ENSG00000103202",8111.38661356403,-0.256853118994731,0.0580597703596258,3.87155578931496e-06,4.66857195996898e-05,"NME4","16:396725-410367","protein_coding","+"
"ENSG00000183150",46.5238105911582,-1.48634141081918,0.376723636489282,3.88657758161934e-06,4.68385437253159e-05,"GPR19","12:12660890-12696207","protein_coding","-"
"ENSG00000237054",30.5292410921039,2.33249454695013,0.599186418949086,3.90825172877181e-06,4.70713047888609e-05,"PRMT5-AS1","14:22918947-22926900","lncRNA","+"
"ENSG00000137486",1643.23837879066,-0.426431125378925,0.0988441493598578,3.92552197554794e-06,4.72507759820783e-05,"ARRB1","11:75260122-75351705","protein_coding","-"
"ENSG00000100068",434.471092786697,0.57997240244019,0.138781987817593,3.95488117043517e-06,4.75467781460696e-05,"LRP5L","22:25351418-25405377","protein_coding","-"
"ENSG00000222009",121.964813331115,-0.91767525211435,0.228282515452426,3.95338901619109e-06,4.75467781460696e-05,"BTBD19","1:44808482-44815585","protein_coding","+"
"ENSG00000181744",694.568105845117,-0.307713779387725,0.069712274914502,3.99606150163669e-06,4.79840136364502e-05,"DIPK2A","3:143971798-144048719","protein_coding","+"
"ENSG00000251602",54.6748027784088,-1.25012866001143,0.314778825253412,3.99536367786959e-06,4.79840136364502e-05,"AL928654.1","14:105416884-105419739","lncRNA","-"
"ENSG00000057294",557.302353410582,0.574795061727041,0.137326195682804,4.00982619714275e-06,4.81203270168544e-05,"PKP2","12:32790745-32896840","protein_coding","-"
"ENSG00000175193",1613.4131888309,0.647677466693485,0.157095135867069,4.0372847969086e-06,4.84207127326169e-05,"PARL","3:183829271-183884933","protein_coding","-"
"ENSG00000276672",97.1242972204698,-1.12283975780754,0.281709154791917,4.06327153569056e-06,4.87030954202814e-05,"AL161891.1","13:33846190-33850825","lncRNA","+"
"ENSG00000116711",1774.99953157499,-0.290928229147601,0.0659730672788739,4.07771216295856e-06,4.88468282824075e-05,"PLA2G4A","1:186828949-186988981","protein_coding","+"
"ENSG00000196230",54608.8002895471,-0.138230586744937,0.0299186269365534,4.08285728713957e-06,4.8879104797118e-05,"TUBB","6:30720352-30725426","protein_coding","+"
"ENSG00000162736",2001.73334041861,-0.49190412005702,0.116555687550901,4.14152070653771e-06,4.95516679615444e-05,"NCSTN","1:160343316-160358952","protein_coding","+"
"ENSG00000179041",3748.12888131494,0.368012956074189,0.0840891288538654,4.19260715713796e-06,5.01328235905975e-05,"RRS1","8:66429014-66430733","protein_coding","+"
"ENSG00000215032",171.631017670923,0.995803078798866,0.248690318542449,4.24934534780859e-06,5.07808226255496e-05,"GNL3LP1","5:60891935-60893577","processed_pseudogene","-"
"ENSG00000163468",24729.9687662989,0.291364793873474,0.0641354340999311,4.25690226130102e-06,5.08406680249394e-05,"CCT3","1:156308968-156367873","protein_coding","-"
"ENSG00000236104",335.875474201463,-0.507112278729021,0.120046903278401,4.2620540493749e-06,5.08717342996903e-05,"ZBTB22","6:33314406-33317942","protein_coding","-"
"ENSG00000172137",179.192323186889,0.826175894105549,0.204277640424023,4.28587487370235e-06,5.1125463131575e-05,"CALB2","16:71358713-71390436","protein_coding","+"
"ENSG00000181045",987.545522220339,-0.461838532926435,0.110395185080567,4.3033066416185e-06,5.13027202433239e-05,"SLC26A11","17:80219699-80253500","protein_coding","+"
"ENSG00000269190",6310.66854995033,-0.186710170994422,0.0413413263230288,4.31023149127559e-06,5.1354580103639e-05,"FBXO17","19:38941401-38975742","protein_coding","-"
"ENSG00000239521",1201.88067470492,-0.485278563616699,0.115629798514466,4.33050165709956e-06,5.15652868960303e-05,"CASTOR3","7:100200653-100272232","protein_coding","-"
"ENSG00000107816",3673.54894183669,-0.263951315457819,0.0593393891868403,4.33358651450573e-06,5.15712309259051e-05,"LZTS2","10:100996618-101007836","protein_coding","+"
"ENSG00000144567",2945.27606442421,-0.202941114822261,0.0450350196131172,4.36595853314558e-06,5.19026145104736e-05,"RETREG2","2:219176225-219185475","protein_coding","+"
"ENSG00000181444",513.593479957668,-0.62963690360598,0.151646041847891,4.3666376108586e-06,5.19026145104736e-05,"ZNF467","7:149764182-149773588","protein_coding","-"
"ENSG00000111364",2355.89404522779,0.435336523591527,0.101480827558269,4.39743992048753e-06,5.2237605249627e-05,"DDX55","12:123602077-123620943","protein_coding","+"
"ENSG00000262772",34.9343906702957,-1.23116165608529,0.310755508056385,4.40611381306356e-06,5.23094880961623e-05,"LINC01977","17:79819083-79827704","lncRNA","+"
"ENSG00000105383",16.6387423319589,3.23225619668996,0.776479108382834,4.45542272686669e-06,5.28634183743939e-05,"CD33","19:51225064-51243860","protein_coding","+"
"ENSG00000215256",546.406228394672,-0.6970364229896,0.171732546499371,4.47322319657096e-06,5.3043065788114e-05,"DHRS4-AS1","14:23938219-24052555","lncRNA","-"
"ENSG00000196670",470.618257447616,-0.57669788090049,0.138553185754297,4.52967915897e-06,5.36806006094217e-05,"ZFP62","5:180847611-180861285","protein_coding","-"
"ENSG00000108344",11367.6751616382,0.180303367698837,0.0402417619375572,4.56410451764504e-06,5.40564516653387e-05,"PSMD3","17:39980807-39997959","protein_coding","+"
"ENSG00000178105",1571.62907580619,0.5590182465235,0.133911800075513,4.58279078656131e-06,5.42455562243118e-05,"DDX10","11:108665069-108940927","protein_coding","+"
"ENSG00000157212",1777.39929171192,0.320035286018367,0.0734492903148772,4.6249700936004e-06,5.47123538059668e-05,"PAXIP1","7:154943687-155003084","protein_coding","-"
"ENSG00000180340",2312.20869461255,-0.301162880980605,0.0687749753208798,4.66567393690964e-06,5.51611539251113e-05,"FZD2","17:44557459-44559570","protein_coding","+"
"ENSG00000008128",1439.52335710578,0.495242351578054,0.11764225082258,4.71667763570802e-06,5.57311228934814e-05,"CDK11A","1:1702379-1724357","protein_coding","-"
"ENSG00000162604",502.38595341887,0.606977271952305,0.14719272452064,4.72877936241144e-06,5.58410327905839e-05,"TM2D1","1:61681046-61725423","protein_coding","-"
"ENSG00000069020",679.254396499309,-0.799456499634116,0.198563769370405,4.7701736376977e-06,5.62965166886867e-05,"MAST4","5:66596361-67169595","protein_coding","+"
"ENSG00000119541",2053.0226240611,0.228674975502294,0.0510813097204013,4.79119635226704e-06,5.65111834689332e-05,"VPS4B","18:63389190-63422483","protein_coding","-"
"ENSG00000138381",2214.32281561878,0.255278324413812,0.0574222715881045,4.83309370216911e-06,5.69716630554154e-05,"ASNSD1","2:189661385-189670831","protein_coding","+"
"ENSG00000114316",1390.73055661753,0.313643306447459,0.0710511197455934,4.8450087586024e-06,5.70783813882605e-05,"USP4","3:49277831-49340712","protein_coding","-"
"ENSG00000100304",2207.0598294324,0.242138576821528,0.0550327972478441,4.85032974189579e-06,5.71073357155321e-05,"TTLL12","22:43166622-43187134","protein_coding","-"
"ENSG00000116005",6648.67809031245,-0.405980581650131,0.0962594200027843,4.88044629924846e-06,5.74205078275826e-05,"PCYOX1","2:70257386-70281185","protein_coding","+"
"ENSG00000196141",6254.15537746126,0.351416986231354,0.0814934938559242,4.88268645152068e-06,5.74205078275826e-05,"SPATS2L","2:200305881-200482264","protein_coding","+"
"ENSG00000174938",1541.27110949595,-0.35125693586677,0.0810158552910752,4.8963984944868e-06,5.75478302725629e-05,"SEZ6L2","16:29871159-29899547","protein_coding","-"
"ENSG00000225151",2311.46214339343,-0.295284396479546,0.0673360984947363,4.89967579877602e-06,5.75524345150693e-05,"GOLGA2P7","15:84199311-84230136","transcribed_unprocessed_pseudogene","-"
"ENSG00000184492",137.170097531287,1.26209884203803,0.319740030814953,4.91662726347005e-06,5.77175578398529e-05,"FOXD4L1","2:113498665-113501155","protein_coding","+"
"ENSG00000161654",3379.30102992003,0.234258394998586,0.0526092793100933,4.9896061981122e-06,5.85398209537341e-05,"LSM12","17:44034635-44067619","protein_coding","-"
"ENSG00000134884",3035.65979520734,-0.307567643854875,0.069530783840248,5.0724094612948e-06,5.94763119961933e-05,"ARGLU1","13:106541673-106568137","protein_coding","-"
"ENSG00000105514",1148.29326536314,-0.555409620703637,0.133951612220578,5.09745539609199e-06,5.97049107204023e-05,"RAB3D","19:11322068-11346270","protein_coding","-"
"ENSG00000186312",613.56729433216,0.345529216811345,0.079229926176694,5.09789235180973e-06,5.97049107204023e-05,"CA5BP1","X:15674932-15703724","transcribed_unprocessed_pseudogene","+"
"ENSG00000119640",286.595785432445,0.794116792298648,0.197636846893314,5.12862899948019e-06,6.00296393160988e-05,"ACYP1","14:75053237-75069483","protein_coding","-"
"ENSG00000183840",506.92307908684,-0.49235803547166,0.118012444720353,5.13182150462782e-06,6.00317770731976e-05,"GPR39","2:132416805-132646582","protein_coding","+"
"ENSG00000135486",47226.8476501424,0.356243574587651,0.0813531881827369,5.1861163649547e-06,6.06313545715249e-05,"HNRNPA1","12:54280193-54287088","protein_coding","+"
"ENSG00000240053",609.234317521113,0.570416837044086,0.138198327638009,5.20395383904229e-06,6.08042526770348e-05,"LY6G5B","6:31670167-31673776","protein_coding","+"
"ENSG00000005469",686.46583424931,0.456171180668174,0.108158960623656,5.24311319582924e-06,6.12259324887671e-05,"CROT","7:87345681-87399795","protein_coding","+"
"ENSG00000154305",2496.47876767663,0.440853651046967,0.104146256451299,5.25926626321591e-06,6.13786223638627e-05,"MIA3","1:222618097-222668007","protein_coding","+"
"ENSG00000137842",352.084535475041,-0.698988153041351,0.172630227123374,5.26272078930523e-06,6.13830211360777e-05,"TMEM62","15:43123279-43185144","protein_coding","+"
"ENSG00000067365",662.387666207037,-0.470436569204976,0.111908086605552,5.28072055369384e-06,6.15569675297626e-05,"METTL22","16:8621683-8649654","protein_coding","+"
"ENSG00000158050",25.8720628813481,1.64131336197391,0.419345613406148,5.28972088498575e-06,6.16258662681313e-05,"DUSP2","2:96143169-96145440","protein_coding","-"
"ENSG00000164120",3990.62504761559,0.261946109024412,0.0597434349344898,5.29821323849387e-06,6.16778550253432e-05,"HPGD","4:174490175-174523154","protein_coding","-"
"ENSG00000177058",535.355936682093,-0.669091123573351,0.164649685508155,5.30036818818943e-06,6.16778550253432e-05,"SLC38A9","5:55625845-55773194","protein_coding","-"
"ENSG00000148690",1027.67434756399,0.510154275980607,0.122494222618594,5.40006040710555e-06,6.28012856091663e-05,"FRA10AC1","10:93667883-93702592","protein_coding","-"
"ENSG00000178761",1313.99039715067,-0.363121120382141,0.0867266606824904,5.40780631692868e-06,6.28547185263068e-05,"FAM219B","15:74899992-74906883","protein_coding","-"
"ENSG00000119523",1866.53309946498,0.351776940606882,0.0814176308028464,5.42316739105699e-06,6.29965484068909e-05,"ALG2","9:99216425-99221942","protein_coding","-"
"ENSG00000079313",1857.03567956779,0.373690889099029,0.0874522308537321,5.42719799757807e-06,6.30066729113473e-05,"REXO1","19:1815248-1848483","protein_coding","-"
"ENSG00000106591",1707.39954137001,0.380747327931096,0.0888670663608984,5.43852982261227e-06,6.30648123906986e-05,"MRPL32","7:42932376-42948958","protein_coding","+"
"ENSG00000186432",6337.24829126423,0.259442048632681,0.0588110910190689,5.43693828990321e-06,6.30648123906986e-05,"KPNA4","3:160495007-160565571","protein_coding","-"
"ENSG00000084073",3960.16154534729,0.25870305141968,0.0590267281986273,5.44208275626821e-06,6.30693437383902e-05,"ZMPSTE24","1:40258236-40294180","protein_coding","+"
"ENSG00000171174",308.611733116591,0.620314774439166,0.151907588826882,5.47180222758141e-06,6.33401598543884e-05,"RBKS","2:27781379-27890681","protein_coding","-"
"ENSG00000197070",1027.10346186409,-0.458589716438107,0.111197956790369,5.46880933662243e-06,6.33401598543884e-05,"ARRDC1","9:137605685-137615360","protein_coding","+"
"ENSG00000139372",2811.58577456563,0.244381083048833,0.055264119788941,5.4869545154615e-06,6.34725257881256e-05,"TDG","12:103965822-103988874","protein_coding","+"
"ENSG00000261971",262.491506438505,-0.616970831720057,0.150753234717157,5.48960175404947e-06,6.34725257881256e-05,"MMP25-AS1","16:3037400-3059370","lncRNA","-"
"ENSG00000182325",1120.35951615564,0.510978298972923,0.122802705628911,5.55871538260206e-06,6.42344022630348e-05,"FBXL6","8:144355431-144359376","protein_coding","-"
"ENSG00000131652",1224.91038701547,-0.422229617320083,0.0997293811612037,5.59040861879986e-06,6.45632309797124e-05,"THOC6","16:3024027-3027755","protein_coding","+"
"ENSG00000112977",3027.40527702703,-0.202079040784439,0.0458496160516435,5.60599712603123e-06,6.47057943742435e-05,"DAP","5:10679230-10761272","protein_coding","-"
"ENSG00000145014",388.339327268335,-0.41646663158391,0.0981982531186761,5.64230881258246e-06,6.50496238537325e-05,"TMEM44","3:194587673-194633689","protein_coding","-"
"ENSG00000228315",333.246415492358,-0.748371044848784,0.186562573075129,5.64149931310158e-06,6.50496238537325e-05,"GUSBP11","22:23638487-23717356","lncRNA","-"
"ENSG00000163584",2684.68018431361,0.679414793408948,0.168528551085145,5.66460931798068e-06,6.52689964454793e-05,"RPL22L1","3:170864875-170870208","protein_coding","-"
"ENSG00000164252",2052.36986257217,0.189603892538837,0.042332528202031,5.68006781102509e-06,6.54093259185308e-05,"AGGF1","5:77029251-77065234","protein_coding","+"
"ENSG00000126215",1870.00362699945,-0.332764705471628,0.0773464756510503,5.7598267827181e-06,6.62895240515363e-05,"XRCC3","14:103697609-103715504","protein_coding","-"
